Timestamp;Source IP;Destination IP;Protocol;Source Port;Destination Port;Attack Type;Packet Size
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:53:58;34.111.24.1;192.168.1.25;TCP;443;61352;TCP-SYNACK PACKET;66
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;22442;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;22442;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;15327;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;22442;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;15327;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;50407;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;10332;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;22442;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;15327;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;50407;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;10332;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;38323;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;22442;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;15327;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;50407;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;10332;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;38323;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;61982;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;57484;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;48648;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;43954;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;22442;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;15327;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;50407;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;10332;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;38323;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;61982;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;57484;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;48648;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;43954;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;23284;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;37576;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;18948;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;38323;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;61982;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;57484;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;48648;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;43954;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;23284;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;37576;12345;TCP-SYN PACKET;54
2024-10-16 16:54:01;192.168.1.13;192.168.1.25;TCP;18948;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;37845;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;64350;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;62294;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;44353;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;7628;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;44550;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;51459;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;28400;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;30644;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;56034;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;33834;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;30644;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;56034;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;33834;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;40397;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;30739;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;37366;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;56034;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;33834;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;40397;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;30739;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;37366;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;56653;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;47773;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;62890;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;56034;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;33834;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;40397;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;30739;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;37366;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;56653;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;47773;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;62890;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;23607;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;25366;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;31235;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;43358;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;65444;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;62890;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;23607;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;25366;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;31235;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;43358;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;65444;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;20303;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;30085;12345;TCP-SYN PACKET;54
2024-10-16 16:54:02;192.168.1.13;192.168.1.25;TCP;28669;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;5749;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;3515;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;21443;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;31256;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;49621;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;51258;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;35171;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;5749;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;3515;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;21443;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;31256;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;49621;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;51258;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;35171;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;49365;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;13458;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;26359;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;64183;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;17631;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;29256;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;36643;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;48320;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;55519;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;1240;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;38927;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;54928;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;35513;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;4078;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;38684;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;13533;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;54928;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;35513;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;4078;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;38684;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;13533;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;55475;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;38174;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;22244;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;17467;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;13533;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;55475;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;38174;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;22244;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;17467;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;15877;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;21983;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;22620;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;18961;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;56613;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;22244;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;17467;12345;TCP-SYN PACKET;54
2024-10-16 16:54:03;192.168.1.13;192.168.1.25;TCP;15877;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;21983;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;22620;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;18961;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;56613;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;43018;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;30625;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;10678;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;30957;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;58155;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;10678;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;30957;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;58155;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;30263;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;62190;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;58634;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;37234;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;48144;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;12254;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;46608;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;58634;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;37234;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;48144;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;12254;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;46608;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;55299;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;10719;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;42012;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;4321;12345;TCP-SYN PACKET;54
2024-10-16 16:54:04;192.168.1.13;192.168.1.25;TCP;36257;12345;TCP-SYN PACKET;54
